,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
10700,8TbbszvoVJErkuxzTk4PKpk5KWCxSj9neWMkSoXWVeLc,0.004,1.44,1.456,-1.436,-0.997
2499,EkepRozWK91ZQ7DACoz5XhFvjZ1DJFJ7sJ5g71Cm6xqw,0.004,-1.95,1.453,1.954,inf
11662,9TNZJsfgM1UGgUArsVkgKv1hxQoMv8Xtk49AWKgWqN7e,0.003,1.62,1.452,-1.617,-0.998
3776,C6L1BMU2ka2RZofeDChBKRwDnG3ULhdxToVY2XgbeDzw,0.007,1.75,1.45,-1.743,-0.996
11473,9vDLBzqxcmkp4bmMbH4D6zK8BXFmMAmNoAnY33DUXvb6,0.005,1.78,1.45,-1.775,-0.997
3390,3oewbem8ejN9aUzmhSGotHF9CyLfuBFAXv7UCryvrtUL,1048.067,1000.0,1.449,48.067,0.048
5917,37aicnUkNqdFHu1jE8XXhzX4BCzqhwrRSKJcUprhZoet,180.372,182.0,1.449,-1.628,-0.009
11282,9ruWSrUEUqcDE3nnRcwaTZAd3ZwbW96m2AJo7sUtBNmH,0.005,29.73,1.448,-29.725,-1.0
6517,F37a3nEWPbMC7yzmxec5dutgiPoZLzoAjiVu7kF7bt8T,0.007,1.24,1.447,-1.233,-0.994
10567,3juf8QsmzNxTnSdQxMcBFG1f1WNx9ayoZk4oUYGNLhvt,0.003,1.55,1.447,-1.547,-0.998
3358,8kopqZZEpaC4GAwhnYVHDAhTEUuEL81MgY3RK81aPHQX,0.008,1.51,1.446,-1.502,-0.995
8230,27XMFkN4QzVuJC1dfEa5VvUF5VfWV2W2tVSWdwjZUjvm,0.001,-0.12,1.446,0.121,inf
7624,AWw3o1wM9trYWuSinwJMvmfJCFjhqvieoSFJRC9ujZh2,73.626,75.0,1.445,-1.374,-0.018
3976,121MD8DdecTFdUyboAWtn9H6xjcdUTLE7b7mN3RwiJDS,0.007,1.56,1.444,-1.553,-0.996
13642,6T1VeYQw4WK7MKSREtsf8vt6QHqaWzqnQWZ4uJ1P5xRV,0.006,1.45,1.444,-1.444,-0.996
10717,5F7edmQhA4b8DeputgwZXGRGC6rmmQLtFLzF1cYZ3xGG,0.007,1.69,1.443,-1.683,-0.996
11418,GoRNnB6xNjDRx5HPZwPEW2MRKuHU8pu93xjdDkRDkj6G,0.008,1.86,1.442,-1.852,-0.996
10594,GaT6ZnqRyAjiu3xD8TfjhGP98nLZcqxxtnnMFRQaY76i,0.009,3.31,1.441,-3.301,-0.997
6475,BUYpofF5t9ErE5XRaM8evZ3GaZAnQors8Ctrke8SxUZo,0.004,10.4,1.441,-10.396,-1.0
11323,F5necV5KXFhxA54WnyNVcVJdT5DTDqq1YAeDrTo3Nd9,70.393,105.0,1.44,-34.607,-0.33
12260,5YBCTAyMumV82axhmgdp71wDiAqzhWGQwcYsL5AwpDnJ,367.856,300.0,1.439,67.856,0.226
8982,4TKNBH9aD5jPThatNSZPcy5r4LCLhLcEeURdgjhDzTLa,0.008,41.6,1.437,-41.592,-1.0
6066,4AourEBEUc7NJcjnAfFHLD86yfXNGFBcqNBAf8tfgLsf,0.006,1.0,1.437,-0.994,-0.994
10430,6TVciZzbBX2wAWLEsZvuisWH6oh5s7tpb5A7GcotkjQR,0.001,1.38,1.436,-1.379,-0.999
6897,B6G5FB3CJYc6TBctZ4UYoH41qMBY6Uv6cxWSMxC98j8r,51.843,53.0,1.435,-1.157,-0.022
9398,A11mzoTX3dyc9gACVJkbRGZ6QACJsrF3ZHJUsGEtRnsj,0.0,-173.76,1.435,173.76,inf
4897,Fs59U2e411ZSzhsd6UXN8zP9JdZUQjGFFeVyxvSWJ5fY,0.005,114.42,1.434,-114.415,-1.0
13359,9yqHeFwMBpMmskLn1ig4Ei8dXnAAXG5WBbJa81uodVHM,0.001,1.72,1.433,-1.719,-0.999
2249,Ffvw422hbU6Hk14cSB1Ev9TYAvo1yMbFbdTPjRUKxSuu,0.009,1.56,1.432,-1.551,-0.994
6983,6catipXgQQVHc6em6MgbpLTWWHTYvwCHKFqUZPfXNkZ6,0.005,0.87,1.431,-0.865,-0.994
9299,D2L7ST8iGsRfZ4zj2pdfKTptbojQ4cDtHKQ8ngcFVQwA,0.0,1.44,1.426,-1.44,-1.0
889,8REpCh829dQ1VwQL4V9v8qWwqkxebmf4wvqs2HfZ9Gbe,0.001,27.0,1.425,-26.999,-1.0
5525,7XXaPmGQnmouZb6CHS8QQAggqT352CVxsZBTPetQ6QA9,0.002,1.42,1.424,-1.418,-0.999
14347,DQbhmbq5UE5HaVnGfhS6fGR7eoGENFXtu7xUeMzQjAwg,0.003,1.11,1.423,-1.107,-0.997
10848,AtKuDfcFXqWUMnRqQpjedUMTb5CQKLc2zoqEAcQpysKQ,0.0,1.1,1.422,-1.1,-1.0
10395,GkkecMFhQTCRtR4H8UGm1WTkeZg51uXg42obg4HE4DH3,0.001,1.59,1.421,-1.589,-0.999
3546,CfrPrYzahme7qLo2wTY6CErDNQBwmvJkkcsDUsfDCraz,0.007,1.39,1.42,-1.383,-0.995
11411,46ihQKHEfbL9roWHsFCssoRtSwxsCjhaNYmEXuJih2L5,0.01,-52.53,1.419,52.54,inf
8244,8Xn6DjiHvDccg6kSZJc1uiyMJCbcUGhp39ZUStx9Pang,0.028,1.1,1.418,-1.072,-0.975
6509,6WSkULZJ7ZxKSHSa4WWLc9aDbaTZLpNuu8HHvbBkaBKx,0.004,1.04,1.417,-1.036,-0.996
10256,5Tf1yqxsjGf6ALPmGxxFzjmmXgP2jVVHuPqkuqLCi4uu,0.0,100.0,1.417,-100.0,-1.0
4655,EgpHWZJeo8dWCse7KxjvpzbWZDaLdaTie2YhFftzj2u,0.004,27.16,1.416,-27.156,-1.0
4666,g6nWUJauuzPcprzNmEMyMiiX4WZXccfpcFUbDU1aWju,0.005,1.06,1.416,-1.055,-0.995
11860,3cv1G1bJ6WyRbguvWy1t6jEmabAvKwp6F4KuGiKu7ph8,0.0,1.47,1.415,-1.47,-1.0
9303,HMQWv6FcTmDaQrypf96nYdsghB1RQjWBbxbD9rpWqqn2,10.006,11.42,1.414,-1.414,-0.124
8622,HVU3HBJnziBUx93x8j3Fafke2Qi6JdxXWEPSb999Qpx6,36.845,30.0,1.414,6.845,0.228
12829,2Ej1fgkXSAQn5CTSrQVGR7bcW5ecKPGdZRz423hjUKtQ,0.004,14.31,1.413,-14.306,-1.0
5706,B9LRxNkKaczFn395xhD1iXog6fQ5cE97SSzHuMXgDPCR,0.008,82.25,1.411,-82.242,-1.0
5450,CmcfDEeSn75HdLg5qfddwfjSkw4aKqSTPwnb4ST6cu9V,0.005,-1.71,1.411,1.715,inf
14337,DcwE33rn7JuVAnyxtDAQX8z3HqgxaCVK6e2DAxghnCzf,0.001,1.42,1.41,-1.419,-0.999
7135,96StvqZyFUPtyMr4o9s7K4V29RSNyRpVi76vNwxG5rUf,0.008,25.78,1.41,-25.772,-1.0
4265,HDPmTTF7TTccbFTEUPMVefLMQYGaGonfBNvgsu5hSzyK,0.006,1.68,1.407,-1.674,-0.996
7687,bjspWcgZLLpUWHba6ntMEGxbta6dQakxthEHhVFWExS,108.089,100.0,1.407,8.089,0.081
4380,xC8wqqEDvbo4RymtyDZoeDPZo9BBzRHXGGbrzv6Kctm,0.009,2.2,1.4,-2.191,-0.996
10364,F8HsoqyXKAvFzRQTS4yxKK6raBSJtaiwFbybg8PFHgDb,1003.6,1005.0,1.4,-1.4,-0.001
3345,5J1CgSNS3Xwan7txMnnAcLD2Sw2tyYWcr11JDGiz68qG,0.0,1.23,1.398,-1.23,-1.0
2087,KeUX3nuTnXVNVzrVUP4CNTAVdBnN82EMgMhYk2qet4B,0.055,0.2,1.397,-0.145,-0.725
4263,Ct9MmtexkNnbE9kKR2Q45itDZ2g8jcDNmsbBcRuverbk,0.24,1.0,1.396,-0.76,-0.76
13701,E5DHTMCPQEdNgZ3Vm3uV6qaLAiyEA9vkLws6beXwkSzR,0.002,1.4,1.396,-1.398,-0.999
9519,DhNit6DiMQLBReR8mx3wpeC47mLBHsAiU6BkBj12EgHN,0.104,1.6,1.396,-1.496,-0.935
6330,D7sBHsC5o9SdnXbPNhmMLArBNmu8jv1ZTbVnayKxWauK,0.009,1.43,1.395,-1.421,-0.994
3772,4xnyJfuUf83uVyDoNS2ZSCth9n9jj25LATcPCRihB6Zp,0.006,1.09,1.393,-1.084,-0.994
3063,71gzy6a56bBNWERMrZRiqbFyM2fkXZf5Xpjw4N4scY7W,0.004,1.48,1.392,-1.476,-0.997
4554,2K8vamvi9YYn1BpcjuP1LVHu7NV56snih17AtXjSnj3S,0.0,0.14,1.391,-0.14,-1.0
1428,7kRSrz5iqbiHCHG3canUeisGNxdK3r5Zo4aLr6thn8x5,0.008,1.37,1.39,-1.362,-0.994
5876,HQSowzct2ktAtPThqKMC3YfZ61VEbrhXPXuevKBsNiq8,515.321,500.0,1.388,15.321,0.031
1229,EuU1mjZGb7D6Bmheg2TM4vWVufPRfrkRMayATaafufvK,342.973,300.0,1.388,42.973,0.143
8524,DHZBNPkuwX8JvZCcPEfcBon1hDe6cJ5vXbLvQryYwz8t,0.01,1.07,1.388,-1.06,-0.991
6309,EdUsNQssZsBDEtFUK5NwZoySkXEa2DKFvjXeLD3TcGKP,442.102,330.0,1.388,112.102,0.34
1346,Dv4jd7rhMhTc8Dmv7JXAAD9B5NnLe3vncCQ5RufCBHT4,0.009,-0.31,1.386,0.319,inf
107,G6S4jMruKVDqE3nHy1XJwMdaEs7grj1z7zQxjPbWa9sS,0.002,1.15,1.385,-1.148,-0.998
129,3TJdaQkcCBByqkgxEkVzjL4eucrxAF1JF5TpNZWZdtJQ,232.432,249.0,1.385,-16.568,-0.067
9369,HabWac93y1bUGS1RJayx3e6LTmGLQqVvR3HZWpJqsYjT,339.929,300.0,1.382,39.929,0.133
10052,DNYfU73w8f7Y1mj7Ui2cE9ua1U6kjuq8yvwYWxG4t3Aa,0.002,1.33,1.382,-1.328,-0.998
12232,GT3XYCQWoRJCFmyoz25cxcb9owxRRq4yRrAmWAEmPCHN,0.007,0.7,1.381,-0.693,-0.99
2391,5H3HBXLEZK2pzfRMvqSVDZCeS6gqBtzkYFRHK5iedh7X,0.006,58.35,1.378,-58.344,-1.0
12394,FJAENpXiRzxmcK7LRQG3PqVyjaiAaXvvXyBYVCsDZ2Ro,1103.821,1109.0,1.376,-5.179,-0.005
7495,5xwFoMzm8Pyiyvxre6yMwhuMNWWGDpEGELsYsCAKYBko,91.543,105.0,1.376,-13.457,-0.128
1950,AavDKmtP42Vx2yFbN1ubbjqzzuaZiTKo8TLG6vfod7un,0.096,1.1,1.375,-1.004,-0.913
9380,F4D8B1PKggtK5qZT9WnPdufGjQtYEW1PneZM2hhELthS,0.005,0.68,1.374,-0.675,-0.993
9759,2kqN3TbCDgM4x8XfZvKgqJvDAHqvZxtT89NcfmQSQa5b,0.0,92.0,1.37,-92.0,-1.0
9742,2iRufG8kpqxHkcjJEM8oRyf8x66egNwu1QfppMHYj7Fa,0.019,1.5,1.368,-1.481,-0.987
3459,6mgZyYcEqTEL6ZPSjanFt1EQQdcnvpuEx6tUHGywDCHs,0.008,1.54,1.367,-1.532,-0.995
3965,4BK8RjeZhpzydH5uR3LYYdAuCsyXw83VyB4MKtTXEqmE,0.005,1.24,1.367,-1.235,-0.996
4895,3JJ6tRyrGwjDbmSnssWojYZJ48eGGX1LpMuKTbbckqpN,0.006,5.79,1.363,-5.784,-0.999
13073,4BesyFm4caoonVnwcqds1an4CBDhGJDuwYqpcvNUWmXc,5.797,7.0,1.363,-1.203,-0.172
6666,DRVtEzZs9u9ysrcANZLEjrvbuuGqYn77v2h4cDFKuNUx,0.0,22.54,1.36,-22.54,-1.0
13825,DW8ew889ZtDz9nfzNVX15gA46TtWHLY6uLeKZNwiSFWo,0.009,-15.08,1.36,15.089,inf
13534,9k2XtA8uwx82gmgzRvZa4kJXJpEmfTiFb4v36LMEYkSK,9.982,11.69,1.359,-1.708,-0.146
953,7AyEEZxDxu3JVeJcRDUKTcTRJr8My8hWfSLB2jVZJ4BA,0.01,1.2,1.359,-1.19,-0.992
13623,ByhRAbx4m9tyuVCJ92hKYsXyK6UsrEzdJdDfgxs5fmB2,0.002,2.95,1.358,-2.948,-0.999
11658,5E3pNniET5GysADYBxq6zTkgdEJ1SUiUoeCnVC8JaESX,0.004,1.31,1.357,-1.306,-0.997
7936,4x9irBhQ6VxHnyrm4U94DPKue3rZ7PwVhQVN6aKj3T1w,0.005,-5.26,1.354,5.265,inf
6417,7CPUC6JQVYtLqXx5LUw6x5Me9wFnycwDGiXZjs5ZsoGb,37.196,38.8,1.354,-1.604,-0.041
1049,A5bdc9kPicEyAUBwYFcsCowXRKiqqcHHGjBUxYUhf6kY,0.009,1.11,1.353,-1.101,-0.992
3071,13QjvYYcM5izdJ49PzRWqrw8ZCT3zH818AuTUJhw5Mbz,0.0,15.0,1.353,-15.0,-1.0
3114,AWEc6A3cRbaiwGjAKfg75kAT7wq2frAsZH5vxWBYaSwh,0.006,1.59,1.353,-1.584,-0.996
12186,CqGRBTbX8KmjLmvvkXpnRiyxohjHiRB853aVLjGWUFuf,0.057,1.4,1.353,-1.343,-0.959
5251,BgwYorpnHR8rqz7r2yPGL8VUmxx8xETojUC7oyoWw3in,0.008,1.36,1.352,-1.352,-0.994
1329,6gFbxvPafnpqZjWW94MMmL8mGp2FHZGqoJC5fWqgwNxS,0.0,270.0,1.35,-270.0,-1.0
12391,J9D237UfkTb7roT4hFVXZR9EKZxqrH4NJTKZmCCFZjcf,0.008,2.67,1.348,-2.662,-0.997
3737,As4T9tShqnKm34qqikWKnCC7kdTxAww5TRg4gatgYCfg,0.003,1.58,1.347,-1.577,-0.998
12569,6kwpx1CVJpsx45BS6V9LUKMFK7BACVCymewm261AfVD8,0.004,1.35,1.346,-1.346,-0.997
7017,CFW2nxjXYrFJ5SvmHRpRF8zr3cgjMwcmYBJTVbJYrkqA,0.001,-68.04,1.344,68.041,inf
10015,4mUNcCmDyZc6D5hVuE8xmar5kUdk9nWwbQpKpnhFSCjU,0.006,1.35,1.344,-1.344,-0.996
7117,FV3hCQQ4j5nqk9MUiPn29uLRxKZqBx6U7vmNmz8jPZo1,0.001,21.67,1.342,-21.669,-1.0
11021,4qqThJTwuoaWDtEh4agoqM9EwcJbznzGVJW8nbSsEVdS,44.421,153.0,1.34,-108.579,-0.71
5143,7LZgUAtj5Eqj7nTopSbr46PnshPVdvqvZxc5kd1JqJFy,0.0,1.19,1.34,-1.19,-1.0
4055,51RJNSZw9SjfniVHU1TL9L1Jmcu2BJSci4GztFdBiLML,132.652,134.0,1.34,-1.348,-0.01
7726,7f1VfM3Q9CQkgiC4Khh119LDzR65TKrunBqSedoRsKR6,0.007,1.74,1.34,-1.733,-0.996
7218,4sjVXSMnrZ4gz1jCBe9pLuBwBEr4jKVU8agfPG3WAZm3,0.007,0.9,1.339,-0.893,-0.992
14346,5qWMe12ycZrHMUG2wb6jS1WgvKmoR8vFjH5qfi2UHcnP,0.001,0.91,1.339,-0.909,-0.999
2488,A482MENBgeXZ6sZAQbjdnrnZ2h4mKJ5n7MYvDBiYmKtc,0.001,1.39,1.337,-1.389,-0.999
2502,2r3T5FwgXPFjdwniPjZeFmRSf4q7m6bvrZUgcuUkVoLR,0.021,0.6,1.336,-0.579,-0.965
2929,BCGo6RhFcVnLCzZxtEh5YDyfq59nEWXPyJ5STC9PkzA1,11.219,100.0,1.332,-88.781,-0.888
376,52pCCDDTo6uQhENab7rCsqS5ZihDDBmMSTQdCj8QLoea,4.526,-0.33,1.33,4.856,inf
4942,5F6M2rEMMvaFGWWCf8XioLucUfb7nnp96vx9BcbroVsD,0.0,20.0,1.329,-20.0,-1.0
13460,67DwuUmzk6uGwmptjYErQssFeJ5fd1ztFwKWZUovr7pK,7.493,133.0,1.329,-125.507,-0.944
9351,8FLU2X15zvSqJKnNVRdErRA1PXpWJzM7aeySEEuCt6gT,0.005,5.3,1.323,-5.295,-0.999
5628,CM8burE9UdXSDKSMoZmBRFLGJ7NostQBcE9swpbFgjdW,0.008,-1.45,1.323,1.458,inf
8051,5PA39TbxLJ6pg448tM6TgCMPcXAjJtobZvcWFhVKwcTs,93.677,95.0,1.323,-1.323,-0.014
575,GAiuNmnpD97eEaoNxC9nnx9BMezRtCznQm78Zikp5Q6c,93.677,95.0,1.323,-1.323,-0.014
12106,A15E3ntZCBBJsVvw7yQPAje7qUvG6U15oBk8TWZRnway,0.001,1.5,1.322,-1.499,-0.999
10415,SEh16GSksgNWwRqy3PBgQM4XV8eenETTo92bgjd4qi6,0.001,1.23,1.322,-1.229,-0.999
5590,3BrLwmzexMcB1hLXrQZzZNcj4rHANh1EcMMMSxN5boXQ,93.512,95.0,1.321,-1.488,-0.016
7821,Bhxw7UsmAwBEqHWRiJBWS57ZHo7jX4z7thUFJQ49SAw2,0.008,0.39,1.321,-0.382,-0.979
10381,FnrjjsYEGSSJWETcatfUpRWsBTc82qQEJFjJrTtiy4Pg,0.008,-119.01,1.321,119.018,inf
14035,EpfaiLFs13VBJrzfWNFbSQopYQNUs81AY1YcXnrRzZww,0.006,-1.88,1.319,1.886,inf
14384,EiAFxHZhmqzC6QciiKK5kU7sdMFpBnWqce19Z3XGgvkv,0.002,6.05,1.318,-6.048,-1.0
1311,76MxXg67Q8CrmgUHJUQufvLmURy6k2DwpPfzVA8ar8AC,0.0,-150.15,1.318,150.15,inf
10949,5rd5mvpZYZsrHGtWGTPBdp8SpDByvfy3v54Nn6mQj8oC,0.019,1.2,1.315,-1.181,-0.984
14342,AkuUn3isnMibKZyZCq2FKx97UbEaLdsLCWtshPUUwPJ7,0.009,1.17,1.314,-1.161,-0.992
12229,FdmCYXdd2ighvgDaZXtskZXp43FcvTHneUeaVUmHauvv,0.007,1.32,1.313,-1.313,-0.995
4504,5Gjis3geUuiNp8gseLYsXZcVqspmKUBgnWZfuRDpdQwr,0.001,1.25,1.31,-1.249,-0.999
436,3VdSA9CED9f5swRwHX2U15U7J6Muaq8VPnCNy9CaGDHe,0.022,262.0,1.31,-261.978,-1.0
8752,6st62mNu1yqPBwRrTTBSdqD1m8wnNsSHr5LBuWFFFbn,0.01,1.43,1.309,-1.42,-0.993
6638,DTteYdoKr9A3Zu6cNY2QQJvUKthwMZP7ogPjQEWuzUxK,0.008,1.09,1.308,-1.082,-0.993
7684,8EnSo7rWa7fAgdW6ypu1B4LrWJNfKQ2Un4YcqZf2iGyr,0.007,0.57,1.307,-0.563,-0.988
3078,5TQ15Z4K2YCEhBRsALGdzHaseuFWajnMboiLpD2TQoxm,0.003,1.49,1.307,-1.487,-0.998
12203,Fq2ofeZCxoYUgcuT5tC2Bn8vj4xg9rft755pVpRhtk6F,53.326,45.6,1.305,7.726,0.169
9648,37TVHtatbU26yh3DV2tSxR1Ky3VkyAFtiKm6wNwQ6Bq5,0.005,1.61,1.305,-1.605,-0.997
13339,44hLGqufQ9JAZABmELCfXdiSiPvavpd8XH1HFFwtj5F1,0.004,1.39,1.304,-1.386,-0.997
55,88g9WhX8wmzejdcM6LEc7nwPhTdzBJYGJQGQ8EgLXEzH,9.875,12.574,1.304,-2.699,-0.215
6892,4HBk3zisVRdxyt9u1wWTBHrGHcEVadAgXnPAy2Zr6LYC,0.009,1.97,1.303,-1.961,-0.995
14726,8kJu5aqVSmW8FSZR9h6F75ftn9V2U9uMLBEKeqRaC855,0.387,451.0,1.3,-450.613,-0.999
5608,7FtBH8iR2QRRGwxmVuiNYQqTYVb4HGgLi5hks3Cct9WA,0.002,1.81,1.3,-1.808,-0.999
8154,8UHc28Fcg6n5e91xUmh5ntEkRg2RwnwSxEAncXDK9Ee,0.004,-5.79,1.298,5.794,inf
13893,BbxAQWbX5LsCCe8WqcafNHWivwCvKXnkzBAQAryfVa7A,0.204,1.0,1.298,-0.796,-0.796
4259,CZGFMDkvbVLvnYqN7MmuyBqxFwgUqArJsBHX1txsoktr,0.004,27.13,1.298,-27.126,-1.0
13756,9Ft21UZ66egkMCtZprBPc72WF1aj2fQwLs6XJWPXUbUV,7.502,100.0,1.297,-92.498,-0.925
5790,DrRQRaoHKrjjLoe7Q8m4gBH2cpksM4sBZ1e8fT3pDeXa,0.009,1.19,1.295,-1.181,-0.992
2576,8Nau1PC4FB5bee9goeyHcVV9xuTrRcsm9WtYvtBNytw7,0.01,1.31,1.293,-1.3,-0.992
5511,7v1dyFDs88R176uCw8CL1J15tSouHHTy8UK2Fq7o55fp,0.007,1.31,1.292,-1.303,-0.995
591,BjB7JSjoC9SXijhSq2AqpgZECe4Y6Ntjyewh6jtNYdsB,5.338,6.0,1.292,-0.662,-0.11
3172,FnqUomjZcuHqMMXV5e5ccCigDSaQW7k9EYeRhxmnPwG3,0.269,2.0,1.291,-1.731,-0.866
3158,gCNpMXEHPTLvMvyyaYCLJrd8RRGnKAHz7sBD5j7yyBt,112.8,129.0,1.29,-16.2,-0.126
11713,87HUvpwzeqmskyTS31vYmZK583gHNHnmNxGT4cZCWWPk,0.0,1.29,1.29,-1.29,-1.0
14401,3oVAq5hD1Dz4GF1cktEo3zk2knTpTt2m6eeCdLisaj5p,0.007,1.53,1.29,-1.523,-0.995
1313,3tQBuHwr3V8AZu8Yqhg1UfmnFoxzkUq9UeGeLm41UHy4,1.158,110.0,1.289,-108.842,-0.989
5456,BuhEYpvrWV1y18jZoY8Hgfyf2pj3nqYXvmPefvBVzk41,0.006,-18.43,1.288,18.436,inf
12101,5BpPgnYSCfSw2mfkR4PSKYpUii9JgRf7eUKmwdtTD8CN,0.001,1.61,1.287,-1.609,-0.999
9174,Ah32U6j4NpyxtQnRR1tQj3csaJBgGQD58FrzZg4uBDsK,0.01,-1.15,1.286,1.16,inf
4046,3zsxaSzzvFPjcBH996t8BujUoNnnxSabYq7V8ytWi3Ho,0.002,1.11,1.285,-1.108,-0.998
6493,Ge3ic2bjNFyUaneouwehdnYcrmkWjVAgL7X6cFfYRRe2,0.002,-9.03,1.283,9.032,inf
5151,61iGXZT6b1crZibN83pBGzbdHM2pxFt3G8mzVkE1sBjQ,0.001,-0.08,1.283,0.081,inf
9226,6CoVDvpoZuAGaEDzQU3cttM1w8fPsGgcZFEtTEEYmFcp,1.002,2.09,1.282,-1.088,-0.521
1468,HeXD5YmSjHZg34krrXt2KceVh8dmu6t8yLFgsuGsbkbd,0.003,1.17,1.282,-1.167,-0.997
14127,4EX7Yr7xWcuVY8LDrDG9qu142WT5D16cnvN8ZJ5j7eye,0.003,1.29,1.279,-1.287,-0.998
2162,Gpnb6oHnCErLs5UshKGe7E2wWo7HLyL3X3KEZmszq7VW,0.026,0.9,1.279,-0.874,-0.971
1543,GXVB7Go7sgL2TPJggAzkRChSPcuuX2TvVFMd3pJQHMfQ,0.005,-0.13,1.277,0.135,inf
2388,4ibZ5BhT9xNPCrE7Dv8irSJetjU9VB23WbCdSxv7iAd9,0.026,1.13,1.277,-1.104,-0.977
8017,6pZi6DQRUf3a6wwRhnicdsZkEvm8j2ibhDkpT6Eskh55,5.648,7.0,1.276,-1.352,-0.193
212,CDte8MtHDFL4SB25zaKDsD5FtEJN72Gky2VBZC7HHbjA,39.361,41.0,1.274,-1.639,-0.04
2982,GzNfkEDjTs9LMwoj9SpZnhRK9Dp7Pt8JnM1gzzaoSdyB,115.569,128.0,1.274,-12.431,-0.097
10564,3DhgzSVAEg7SnyBLeUFP2fbtXFkZbpdwXMVYXjFaUnXz,0.008,2.37,1.273,-2.362,-0.997
4547,7vNsvzAeDTRENoeMso7WDTRvojsfv1H2wEbR14SZGZMy,0.008,1.28,1.272,-1.272,-0.994
8675,AE5wRDdBY5GQd18dmDd78be6oZuyG9Uq7PjCMWs8cBkf,0.074,50.7,1.271,-50.626,-0.999
8851,6UB5ZaCt1fQokUTgvZP4QuXjwWo1q4euuhWPM7x4Hyky,121.84,131.0,1.27,-9.16,-0.07
4838,7c6XZtMmSVncQ5yR3C8pEG96d5iz8TU4c4v3jJ3nrRnn,313.042,275.0,1.27,38.042,0.138
10929,J1ax3GcnmUu6s2BUWcg9xaf5edgDF8s4mX4M5wq4iPTP,0.002,1.24,1.269,-1.238,-0.998
11805,G4zYXZFkRRqRK57ZjkC1WM4zMzwBhZ2V31gCi6XRFfFE,0.008,2.13,1.269,-2.122,-0.996
7910,AMRNyLGbvuFVort7G9nxmzRfosG7KQmYNumLGn7LMMBS,116.089,127.0,1.269,-10.911,-0.086
7884,xnPjAG9VJEvV26CqS5XVzLeDYYcv1iUXKmTavQTyJ8g,0.265,2.3,1.268,-2.035,-0.885
7654,5DmHizvfA8ZXhK3jsCyGkUTEDs7ckXC6BeMz1ABMNiDs,0.0,1.24,1.268,-1.24,-1.0
2040,DJW4VwwvcUXywSFaRdZfUUhHGNxN4svJ1iVgDrw35dXh,0.0,1.09,1.267,-1.09,-1.0
10796,2r64Rnbu3ZjmJTHHUxxV9TWWGzwpAepA4ySbtKivBXCj,14.543,423.0,1.267,-408.457,-0.966
468,3qpdBiNv7gGKnzzsodAiAXtLKEiAshR1iAvqxk34ExGW,285.371,250.0,1.266,35.371,0.141
6411,2xQRXS1U9fTKLq3wBYuyEwc3Y3D3XLezZ4jpFhTGFwvP,112.496,127.0,1.266,-14.504,-0.114
13177,FXPY89JQN1aM6EsiCTQWaqsgz4VBaBH4A9bQQxVBTtZE,0.009,5.51,1.265,-5.501,-0.998
9686,HGariUj87FRQzbpKC3QEopCNgSGgtT2wjbLGsZEADTVq,113.0,126.0,1.265,-13.0,-0.103
6065,Hs7ofEQ5USMwi7NYs2omuUM8LuwBBgQFzaANaLkzAaza,0.003,1.04,1.265,-1.037,-0.997
4573,AtGZMriaQUsSMcKeBMUC2poaN1Cf5f3gK29RYNm59H6z,0.004,1.89,1.264,-1.886,-0.998
1068,BxB2UK89qWwY4dd2pb4pxeEhg27vdzVkQkKa2YZ7y8vo,0.005,1.19,1.262,-1.185,-0.996
10743,5Soq8myB1TiSuEZXxQetv6LTqgJ6nM3oUd4kKD4BLTJL,125.686,126.0,1.261,-0.314,-0.002
12612,3TyCbHyRMv6F5vaZkiWibrShKXNUjj9qCTm5tmLyexuB,0.005,1.54,1.26,-1.535,-0.997
4831,FwebAyJj6NmLcQhZ1NkBJ1hy3STsvoMYZ5p8AM9NBCoQ,0.051,0.0,1.259,0.051,inf
14805,CJiroxWLeHmWGaro8m3LqbbxAQqe58f1wyZmy6J1RSDF,0.001,3.31,1.258,-3.309,-1.0
8103,7BhCcavJqRtftEtHs6MG9WgoXep6QDh96NEELbERXjHb,0.009,0.46,1.258,-0.451,-0.98
4604,J9G3vBVcFWC3A5KomvgmiUuDitHE3hJptLRu95Xa2Led,0.008,1.38,1.258,-1.372,-0.994
13909,6T3BgjfqqUHzz8v6nrNLKHM3FGqhbLZURf6Fk9i9xEyv,0.007,1.13,1.257,-1.123,-0.994
10757,GSgPWXw33rx8VKUD3sNvQydA8Hsfky6JwZDHYVY5As3G,0.005,3.13,1.257,-3.125,-0.998
917,F6xG7gvsBSxiS2z9X7Tweate6PMFgs9ToQ3b7C97eydK,0.009,1.1,1.255,-1.091,-0.992
10882,3xWKsz6qcUEnwq9s6DGNrnrgxom6bJUsQBzNV6p2h2gp,0.01,-148.25,1.254,148.26,inf
4484,9ymbBEePZVJ36gV7gnEmT8cpS12nXwEvKbBcJp5ERLaC,0.003,-0.69,1.253,0.693,inf
1753,DDAnLNa8B1ETabMZRJBzuTXHH6jaejZBz5UFQ9iCokGC,0.172,2.0,1.251,-1.828,-0.914
13859,6rQftLjh33RTrj3kN3fTupByBzGha5uPQqX5XRjQnRX1,0.004,1.8,1.251,-1.796,-0.998
