,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
6216,358hKTukjb1CvpMDk8Ed6a9n4Lhx4uzjb5iuwCkQEZ5U,0.004,-26.29,1.505,26.294,inf
5792,C2CtWcQpJ8ncG2PJmSWWM8mRhr7z1eGFF7A3fqAVYziT,1498.802,1500.0,1.505,-1.198,-0.001
6934,EBT4wPB3GLcAGDLwL6JZA1zHWAMP5ZdWjVaMH2dTHmZ8,166.005,150.0,1.504,16.005,0.107
5009,BStFFnQ9fp86S3uNGmTNynJKMDYNTjM8FcM4gaTtsDJ7,0.003,0.46,1.502,-0.457,-0.993
1694,9TrL7necDFyzErUED9xHrzqu5DFutTD6EQxCTwJyJv7C,0.006,1.63,1.5,-1.624,-0.996
1818,54grbLQHZsNK4qTyXb8kXAU12Af9QUNFMujuzLLHHHef,497.6,515.0,1.5,-17.4,-0.034
404,8eErXi1cpMRW84aZH7fuuAuGrrn2ai86va4QxHtoM9Fu,0.0,1.86,1.499,-1.86,-1.0
1663,3qyKG4juvhcDnhoSVAFibqJtk5i4q8vLVgvwzXtdk5KP,1.548,-8.66,1.496,10.208,inf
4524,HdMwfYFJ7HmnMm5ziMRAJ58tGpk4mJXNcPBa9ZuwXq3Y,0.002,1.37,1.496,-1.368,-0.999
5591,6CVfysHeubmEQLb5kiktoumG8CsqQiBNQ3AVt6RyX39x,0.009,1.76,1.494,-1.751,-0.995
5240,EjNvZoizXED9XSmFwLRuP9bYz4EvMQsPzmVsJf6RXBY9,0.201,1.0,1.494,-0.799,-0.799
6433,3eFGWZubje93NCB8ug6VNYtn3Nq7c5XHAJJJEX2RZ2Zk,500.0,600.0,1.492,-100.0,-0.167
4350,4erg4SjswpyAcfgA1YD5FuhFvcewLi96n3FTmMrk1ZVD,0.009,1.48,1.49,-1.471,-0.994
6431,5FzqLqMJ1JESDqp1FdV79LmGrCk64VPBR1xobPvSkoBr,1486.512,1488.0,1.488,-1.488,-0.001
3894,DRgCrJ6f2JTELYXxrJhTZLhpB5wXTGXdZ3h47V1ft8RV,0.003,-0.4,1.487,0.403,inf
3312,9a6axPuRwnW8JreZ92r3nLrLeXzAFnKjRMArCre6bTNQ,0.007,1.39,1.486,-1.383,-0.995
1275,AnBSiwg3Uee2eDDkRL3PjKTsuqDqQfCdnSPUHpAmNPwz,0.007,1.55,1.482,-1.543,-0.995
2626,GXfjQr2ihTfLRys1DMetVGocd1sU97KdoCJ6x4HxdW1U,49.331,162.0,1.482,-112.669,-0.695
2012,4XmFWQBZ59MtJcCykXm4zEj8BGue8KHGish7L2e9Ph3p,0.0,0.92,1.479,-0.92,-1.0
4456,9LwmJn5heqTzxvqtomu72xLAFwFXnsUdh9b5TGnT1wEu,0.003,1.31,1.478,-1.307,-0.998
885,FEtJwRjbY7HAo3RQZncr3PkaqPhQzFfm45NC7zUqyP77,0.002,1.49,1.477,-1.488,-0.999
5277,AVa97bqNLjLi3BYd6amvBaF3Pzup4ZJHCchaP39s21ru,396.244,360.0,1.477,36.244,0.101
6803,41FQNxjurVoxC1yHA6pdbnndHnoXSmfvSBn4faMrgmj4,0.005,57.37,1.476,-57.365,-1.0
1835,DhMhBc9UssH3oVDg8d4PydbnqkMyQ1sxDVTM7xEcKcof,0.079,1.6,1.475,-1.521,-0.951
5464,H1Z83zVoskNuBvYao1FjdLfETfhPpQFQUkniJfGxbaNz,295.335,500.0,1.475,-204.665,-0.409
828,3WC9NWoMvYdnYmyS5UErUB3TuGrgar3T3g3Fy1xveWVk,66.794,59.81,1.471,6.984,0.117
678,GqFro9NxuDB5fa2HRD62YgD29pvNbK9HJ8XjWn3ijfhQ,0.003,1.29,1.469,-1.287,-0.998
2017,7PNJAguECB75CV8P1nMvdbZY4RSvAP8SNmuBBsPtXTKu,1.616,3.0,1.468,-1.384,-0.461
1925,7JEUFLu4SkfDxmFF4yyuHiTw8b4GunmhsNRyGYTRPgEi,0.007,1.98,1.464,-1.973,-0.996
6403,8Xt3qHjZG3zLxozgM5vPHMVxp8eYFMg89kaVW7vdHKoA,74.537,99.0,1.458,-24.463,-0.247
5142,5mbcucUyqK5KC2HPuR567pBsG3T5mrfp1ZwrTg3UhcgE,0.002,1.46,1.458,-1.458,-0.999
1330,4iM8DzK7vdjZJHSrbdC6EbsKQefzyoxzNsHAmst6cD6B,381.512,300.0,1.456,81.512,0.272
5739,28cC2pk5UFCSK8gki7mm9VysbSGxLZG7Y1NCf1PhyJDX,84.085,84.0,1.453,0.085,0.001
4449,9TNZJsfgM1UGgUArsVkgKv1hxQoMv8Xtk49AWKgWqN7e,0.003,1.62,1.452,-1.617,-0.998
1450,C6L1BMU2ka2RZofeDChBKRwDnG3ULhdxToVY2XgbeDzw,0.007,1.75,1.45,-1.743,-0.996
4694,37aicnUkNqdFHu1jE8XXhzX4BCzqhwrRSKJcUprhZoet,180.372,182.0,1.449,-1.628,-0.009
4494,3oewbem8ejN9aUzmhSGotHF9CyLfuBFAXv7UCryvrtUL,1048.067,1000.0,1.449,48.067,0.048
2755,F37a3nEWPbMC7yzmxec5dutgiPoZLzoAjiVu7kF7bt8T,0.007,1.24,1.447,-1.233,-0.994
816,27XMFkN4QzVuJC1dfEa5VvUF5VfWV2W2tVSWdwjZUjvm,0.001,-0.12,1.446,0.121,inf
6905,AWw3o1wM9trYWuSinwJMvmfJCFjhqvieoSFJRC9ujZh2,73.626,75.0,1.445,-1.374,-0.018
4044,5F7edmQhA4b8DeputgwZXGRGC6rmmQLtFLzF1cYZ3xGG,0.007,1.69,1.443,-1.683,-0.996
1419,BUYpofF5t9ErE5XRaM8evZ3GaZAnQors8Ctrke8SxUZo,0.004,10.4,1.441,-10.396,-1.0
1349,GaT6ZnqRyAjiu3xD8TfjhGP98nLZcqxxtnnMFRQaY76i,0.009,3.31,1.441,-3.301,-0.997
4821,5YBCTAyMumV82axhmgdp71wDiAqzhWGQwcYsL5AwpDnJ,367.856,300.0,1.439,67.856,0.226
2532,4TKNBH9aD5jPThatNSZPcy5r4LCLhLcEeURdgjhDzTLa,0.008,41.6,1.437,-41.592,-1.0
4170,4AourEBEUc7NJcjnAfFHLD86yfXNGFBcqNBAf8tfgLsf,0.006,1.0,1.437,-0.994,-0.994
1225,6TVciZzbBX2wAWLEsZvuisWH6oh5s7tpb5A7GcotkjQR,0.001,1.38,1.436,-1.379,-0.999
433,B6G5FB3CJYc6TBctZ4UYoH41qMBY6Uv6cxWSMxC98j8r,51.843,53.0,1.435,-1.157,-0.022
2666,9yqHeFwMBpMmskLn1ig4Ei8dXnAAXG5WBbJa81uodVHM,0.001,1.72,1.433,-1.719,-0.999
1438,Ffvw422hbU6Hk14cSB1Ev9TYAvo1yMbFbdTPjRUKxSuu,0.009,1.56,1.432,-1.551,-0.994
4991,6catipXgQQVHc6em6MgbpLTWWHTYvwCHKFqUZPfXNkZ6,0.005,0.87,1.431,-0.865,-0.994
2596,53qyL9jgfsABQAsn3ZUSstd5fQv2Kqf1KeAMVgscmDBz,0.004,-28.69,1.429,28.694,inf
3414,D2L7ST8iGsRfZ4zj2pdfKTptbojQ4cDtHKQ8ngcFVQwA,0.014,1.44,1.426,-1.426,-0.99
618,DQbhmbq5UE5HaVnGfhS6fGR7eoGENFXtu7xUeMzQjAwg,0.003,1.11,1.423,-1.107,-0.997
4179,AtKuDfcFXqWUMnRqQpjedUMTb5CQKLc2zoqEAcQpysKQ,0.005,1.1,1.422,-1.095,-0.995
5204,GkkecMFhQTCRtR4H8UGm1WTkeZg51uXg42obg4HE4DH3,0.001,1.59,1.421,-1.589,-0.999
5972,CfrPrYzahme7qLo2wTY6CErDNQBwmvJkkcsDUsfDCraz,0.007,1.39,1.42,-1.383,-0.995
289,46ihQKHEfbL9roWHsFCssoRtSwxsCjhaNYmEXuJih2L5,0.01,-52.53,1.419,52.54,inf
6515,8Xn6DjiHvDccg6kSZJc1uiyMJCbcUGhp39ZUStx9Pang,0.028,1.1,1.418,-1.072,-0.975
850,6WSkULZJ7ZxKSHSa4WWLc9aDbaTZLpNuu8HHvbBkaBKx,0.004,1.04,1.417,-1.036,-0.996
3908,g6nWUJauuzPcprzNmEMyMiiX4WZXccfpcFUbDU1aWju,0.005,1.06,1.416,-1.055,-0.995
1962,EgpHWZJeo8dWCse7KxjvpzbWZDaLdaTie2YhFftzj2u,0.004,27.16,1.416,-27.156,-1.0
6936,CmcfDEeSn75HdLg5qfddwfjSkw4aKqSTPwnb4ST6cu9V,0.005,-1.71,1.411,1.715,inf
1170,HDPmTTF7TTccbFTEUPMVefLMQYGaGonfBNvgsu5hSzyK,0.006,1.68,1.407,-1.674,-0.996
1223,5J1CgSNS3Xwan7txMnnAcLD2Sw2tyYWcr11JDGiz68qG,0.0,1.23,1.398,-1.23,-1.0
1133,8CECBFmJkPJLJQ79TmHQ1ue3ZPhDY7eLAb1W2cxE6qy1,0.001,3.92,1.397,-3.919,-1.0
4175,KeUX3nuTnXVNVzrVUP4CNTAVdBnN82EMgMhYk2qet4B,0.055,0.2,1.397,-0.145,-0.725
6004,E5DHTMCPQEdNgZ3Vm3uV6qaLAiyEA9vkLws6beXwkSzR,0.002,1.4,1.396,-1.398,-0.999
1007,Ct9MmtexkNnbE9kKR2Q45itDZ2g8jcDNmsbBcRuverbk,0.24,1.0,1.396,-0.76,-0.76
2035,DhNit6DiMQLBReR8mx3wpeC47mLBHsAiU6BkBj12EgHN,0.104,1.6,1.396,-1.496,-0.935
6595,8gt3CVkiYKuUhQmSq9EmF5cFnUcTGQjZ36xvFQ3kd3ew,0.0,1.65,1.395,-1.65,-1.0
1809,D7sBHsC5o9SdnXbPNhmMLArBNmu8jv1ZTbVnayKxWauK,0.009,1.43,1.395,-1.421,-0.994
430,4xnyJfuUf83uVyDoNS2ZSCth9n9jj25LATcPCRihB6Zp,0.006,1.09,1.393,-1.084,-0.994
2218,71gzy6a56bBNWERMrZRiqbFyM2fkXZf5Xpjw4N4scY7W,0.004,1.48,1.392,-1.476,-0.997
4488,2K8vamvi9YYn1BpcjuP1LVHu7NV56snih17AtXjSnj3S,0.0,0.14,1.391,-0.14,-1.0
5721,7kRSrz5iqbiHCHG3canUeisGNxdK3r5Zo4aLr6thn8x5,0.008,1.37,1.39,-1.362,-0.994
923,EuU1mjZGb7D6Bmheg2TM4vWVufPRfrkRMayATaafufvK,342.973,300.0,1.388,42.973,0.143
2253,EdUsNQssZsBDEtFUK5NwZoySkXEa2DKFvjXeLD3TcGKP,442.102,330.0,1.388,112.102,0.34
953,HQSowzct2ktAtPThqKMC3YfZ61VEbrhXPXuevKBsNiq8,515.321,500.0,1.388,15.321,0.031
3451,DHZBNPkuwX8JvZCcPEfcBon1hDe6cJ5vXbLvQryYwz8t,0.01,1.07,1.388,-1.06,-0.991
2990,Dv4jd7rhMhTc8Dmv7JXAAD9B5NnLe3vncCQ5RufCBHT4,0.009,-0.31,1.386,0.319,inf
4673,G6S4jMruKVDqE3nHy1XJwMdaEs7grj1z7zQxjPbWa9sS,0.002,1.15,1.385,-1.148,-0.998
2721,DNYfU73w8f7Y1mj7Ui2cE9ua1U6kjuq8yvwYWxG4t3Aa,0.002,1.33,1.382,-1.328,-0.998
998,HabWac93y1bUGS1RJayx3e6LTmGLQqVvR3HZWpJqsYjT,339.929,300.0,1.382,39.929,0.133
55,GT3XYCQWoRJCFmyoz25cxcb9owxRRq4yRrAmWAEmPCHN,0.007,0.7,1.381,-0.693,-0.99
4500,5H3HBXLEZK2pzfRMvqSVDZCeS6gqBtzkYFRHK5iedh7X,0.006,58.35,1.378,-58.344,-1.0
3015,5sy98pwLGmxy1prp5Mk7en3Koh1hsamnEhySvXDrTX5H,0.008,1.08,1.376,-1.072,-0.993
478,AavDKmtP42Vx2yFbN1ubbjqzzuaZiTKo8TLG6vfod7un,0.096,1.1,1.375,-1.004,-0.913
299,F4D8B1PKggtK5qZT9WnPdufGjQtYEW1PneZM2hhELthS,0.005,0.68,1.374,-0.675,-0.993
2337,2kqN3TbCDgM4x8XfZvKgqJvDAHqvZxtT89NcfmQSQa5b,89.318,92.0,1.37,-2.682,-0.029
4478,2iRufG8kpqxHkcjJEM8oRyf8x66egNwu1QfppMHYj7Fa,0.019,1.5,1.368,-1.481,-0.987
4513,4BK8RjeZhpzydH5uR3LYYdAuCsyXw83VyB4MKtTXEqmE,0.005,1.24,1.367,-1.235,-0.996
4568,4BesyFm4caoonVnwcqds1an4CBDhGJDuwYqpcvNUWmXc,5.797,7.0,1.363,-1.203,-0.172
6405,7tDiadLeMrob7yD6R5SDskYn41tnQZVPjEc6W2vv6irK,100.544,85.67,1.36,14.874,0.174
4577,DRVtEzZs9u9ysrcANZLEjrvbuuGqYn77v2h4cDFKuNUx,5.328,22.54,1.36,-17.212,-0.764
1836,DW8ew889ZtDz9nfzNVX15gA46TtWHLY6uLeKZNwiSFWo,0.009,-15.08,1.36,15.089,inf
1304,9k2XtA8uwx82gmgzRvZa4kJXJpEmfTiFb4v36LMEYkSK,9.982,11.69,1.359,-1.708,-0.146
3623,4UuMNgJbX4mxu4yoCz9NVko3rJPYfdXNNRhgS5ZHfruR,301.129,288.0,1.357,13.129,0.046
1635,7CPUC6JQVYtLqXx5LUw6x5Me9wFnycwDGiXZjs5ZsoGb,37.196,38.8,1.354,-1.604,-0.041
857,4x9irBhQ6VxHnyrm4U94DPKue3rZ7PwVhQVN6aKj3T1w,64.265,59.0,1.354,5.265,0.089
6396,CqGRBTbX8KmjLmvvkXpnRiyxohjHiRB853aVLjGWUFuf,0.057,1.4,1.353,-1.343,-0.959
4973,AWEc6A3cRbaiwGjAKfg75kAT7wq2frAsZH5vxWBYaSwh,0.006,1.59,1.353,-1.584,-0.996
2258,A5bdc9kPicEyAUBwYFcsCowXRKiqqcHHGjBUxYUhf6kY,0.009,1.11,1.353,-1.101,-0.992
3625,6gFbxvPafnpqZjWW94MMmL8mGp2FHZGqoJC5fWqgwNxS,268.65,270.0,1.35,-1.35,-0.005
3786,4mUNcCmDyZc6D5hVuE8xmar5kUdk9nWwbQpKpnhFSCjU,0.006,1.35,1.344,-1.344,-0.996
4417,51RJNSZw9SjfniVHU1TL9L1Jmcu2BJSci4GztFdBiLML,132.652,134.0,1.34,-1.348,-0.01
4798,4sjVXSMnrZ4gz1jCBe9pLuBwBEr4jKVU8agfPG3WAZm3,0.007,0.9,1.339,-0.893,-0.992
1250,CBL2NbekJrXvBiAcoj4fzQ4PfLDwTntW7Zt4nruHFYEw,0.004,1.27,1.338,-1.266,-0.997
1316,2r3T5FwgXPFjdwniPjZeFmRSf4q7m6bvrZUgcuUkVoLR,0.021,0.6,1.336,-0.579,-0.965
3315,7SBSVWCWENfJpg3Rd61kHjvj7rf5RchHeWChE42jdfk2,2.416,5.49,1.335,-3.074,-0.56
1421,BCGo6RhFcVnLCzZxtEh5YDyfq59nEWXPyJ5STC9PkzA1,11.219,100.0,1.332,-88.781,-0.888
4703,52pCCDDTo6uQhENab7rCsqS5ZihDDBmMSTQdCj8QLoea,29.902,-0.33,1.33,30.232,inf
3730,5F6M2rEMMvaFGWWCf8XioLucUfb7nnp96vx9BcbroVsD,0.0,20.0,1.329,-20.0,-1.0
2868,8FLU2X15zvSqJKnNVRdErRA1PXpWJzM7aeySEEuCt6gT,0.005,5.3,1.323,-5.295,-0.999
2024,A15E3ntZCBBJsVvw7yQPAje7qUvG6U15oBk8TWZRnway,0.001,1.5,1.322,-1.499,-0.999
6560,FnrjjsYEGSSJWETcatfUpRWsBTc82qQEJFjJrTtiy4Pg,0.008,-119.01,1.321,119.018,inf
6486,5acohGZShYQVNGZEfy7pTyX7E8MzqRDwByhFL1H53UNv,209.657,200.0,1.319,9.657,0.048
6906,EiAFxHZhmqzC6QciiKK5kU7sdMFpBnWqce19Z3XGgvkv,0.002,6.05,1.318,-6.048,-1.0
4215,5rd5mvpZYZsrHGtWGTPBdp8SpDByvfy3v54Nn6mQj8oC,0.019,1.2,1.315,-1.181,-0.984
794,AkuUn3isnMibKZyZCq2FKx97UbEaLdsLCWtshPUUwPJ7,0.009,1.17,1.314,-1.161,-0.992
1377,H96zKjmT1h6weJonyzUTcB2Hyb7Ai7N8nGUfp46NzAud,0.008,1.37,1.313,-1.362,-0.994
6586,3VdSA9CED9f5swRwHX2U15U7J6Muaq8VPnCNy9CaGDHe,2.909,262.0,1.31,-259.091,-0.989
4686,5Gjis3geUuiNp8gseLYsXZcVqspmKUBgnWZfuRDpdQwr,0.001,1.25,1.31,-1.249,-0.999
6620,6st62mNu1yqPBwRrTTBSdqD1m8wnNsSHr5LBuWFFFbn,0.01,1.43,1.309,-1.42,-0.993
5877,DTteYdoKr9A3Zu6cNY2QQJvUKthwMZP7ogPjQEWuzUxK,0.008,1.09,1.308,-1.082,-0.993
2332,5TQ15Z4K2YCEhBRsALGdzHaseuFWajnMboiLpD2TQoxm,0.003,1.49,1.307,-1.487,-0.998
1436,Fq2ofeZCxoYUgcuT5tC2Bn8vj4xg9rft755pVpRhtk6F,53.326,45.6,1.305,7.726,0.169
1280,44hLGqufQ9JAZABmELCfXdiSiPvavpd8XH1HFFwtj5F1,0.004,1.39,1.304,-1.386,-0.997
2404,82RoSadUJeuyRoWNCRcaMeTDLrWbWiS64QGYMHzjLDDz,0.009,1.29,1.301,-1.281,-0.993
4782,8kJu5aqVSmW8FSZR9h6F75ftn9V2U9uMLBEKeqRaC855,51.1,451.0,1.3,-399.9,-0.887
297,BbxAQWbX5LsCCe8WqcafNHWivwCvKXnkzBAQAryfVa7A,0.204,1.0,1.298,-0.796,-0.796
3478,CZGFMDkvbVLvnYqN7MmuyBqxFwgUqArJsBHX1txsoktr,0.004,27.13,1.298,-27.126,-1.0
5324,9Ft21UZ66egkMCtZprBPc72WF1aj2fQwLs6XJWPXUbUV,98.715,100.0,1.297,-1.285,-0.013
3510,3SCNhx5gRKXVkpwmebmSP6hUq6gwnN8cVrumzE2YjtLU,11.946,4.69,1.295,7.256,1.547
1738,DrRQRaoHKrjjLoe7Q8m4gBH2cpksM4sBZ1e8fT3pDeXa,0.009,1.19,1.295,-1.181,-0.992
4394,8Nau1PC4FB5bee9goeyHcVV9xuTrRcsm9WtYvtBNytw7,0.01,1.31,1.293,-1.3,-0.992
3110,7v1dyFDs88R176uCw8CL1J15tSouHHTy8UK2Fq7o55fp,0.007,1.31,1.292,-1.303,-0.995
1259,BjB7JSjoC9SXijhSq2AqpgZECe4Y6Ntjyewh6jtNYdsB,5.338,6.0,1.292,-0.662,-0.11
1566,FnqUomjZcuHqMMXV5e5ccCigDSaQW7k9EYeRhxmnPwG3,0.269,2.0,1.291,-1.731,-0.866
1062,3oVAq5hD1Dz4GF1cktEo3zk2knTpTt2m6eeCdLisaj5p,0.007,1.53,1.29,-1.523,-0.995
1140,3tQBuHwr3V8AZu8Yqhg1UfmnFoxzkUq9UeGeLm41UHy4,115.641,110.0,1.289,5.641,0.051
2747,BuhEYpvrWV1y18jZoY8Hgfyf2pj3nqYXvmPefvBVzk41,0.006,-18.43,1.288,18.436,inf
4571,5BpPgnYSCfSw2mfkR4PSKYpUii9JgRf7eUKmwdtTD8CN,0.001,1.61,1.287,-1.609,-0.999
6031,3zsxaSzzvFPjcBH996t8BujUoNnnxSabYq7V8ytWi3Ho,0.002,1.11,1.285,-1.108,-0.998
6481,Aepji2BxpSL2XkT2YPkmJGaFntudcBH4Rmt5q53WQrBL,154.603,104.0,1.284,50.603,0.487
1403,6CoVDvpoZuAGaEDzQU3cttM1w8fPsGgcZFEtTEEYmFcp,1.002,2.09,1.282,-1.088,-0.521
1958,HeXD5YmSjHZg34krrXt2KceVh8dmu6t8yLFgsuGsbkbd,0.003,1.17,1.282,-1.167,-0.997
310,Gpnb6oHnCErLs5UshKGe7E2wWo7HLyL3X3KEZmszq7VW,0.026,0.9,1.279,-0.874,-0.971
4246,4EX7Yr7xWcuVY8LDrDG9qu142WT5D16cnvN8ZJ5j7eye,0.003,1.29,1.279,-1.287,-0.998
3233,4ibZ5BhT9xNPCrE7Dv8irSJetjU9VB23WbCdSxv7iAd9,0.026,1.13,1.277,-1.104,-0.977
2026,2Cjv6suZGsbRtv4TNSYksWKwMEKEf8vGQhGPbVVM1BMP,0.044,1.54,1.277,-1.496,-0.971
3279,6pZi6DQRUf3a6wwRhnicdsZkEvm8j2ibhDkpT6Eskh55,5.648,7.0,1.276,-1.352,-0.193
6116,7c6XZtMmSVncQ5yR3C8pEG96d5iz8TU4c4v3jJ3nrRnn,313.042,275.0,1.27,38.042,0.138
2041,J1ax3GcnmUu6s2BUWcg9xaf5edgDF8s4mX4M5wq4iPTP,0.002,1.24,1.269,-1.238,-0.998
1797,G4zYXZFkRRqRK57ZjkC1WM4zMzwBhZ2V31gCi6XRFfFE,0.008,2.13,1.269,-2.122,-0.996
2911,5Tf1yqxsjGf6ALPmGxxFzjmmXgP2jVVHuPqkuqLCi4uu,132.332,100.0,1.269,32.332,0.323
5489,5DmHizvfA8ZXhK3jsCyGkUTEDs7ckXC6BeMz1ABMNiDs,0.0,1.24,1.268,-1.24,-1.0
3503,xnPjAG9VJEvV26CqS5XVzLeDYYcv1iUXKmTavQTyJ8g,0.265,2.3,1.268,-2.035,-0.885
4708,2r64Rnbu3ZjmJTHHUxxV9TWWGzwpAepA4ySbtKivBXCj,421.733,423.0,1.267,-1.267,-0.003
5426,3qpdBiNv7gGKnzzsodAiAXtLKEiAshR1iAvqxk34ExGW,285.371,250.0,1.266,35.371,0.141
5434,Hs7ofEQ5USMwi7NYs2omuUM8LuwBBgQFzaANaLkzAaza,0.003,1.04,1.265,-1.037,-0.997
262,AtGZMriaQUsSMcKeBMUC2poaN1Cf5f3gK29RYNm59H6z,10.114,12.0,1.264,-1.886,-0.157
5375,BxB2UK89qWwY4dd2pb4pxeEhg27vdzVkQkKa2YZ7y8vo,0.005,1.19,1.262,-1.185,-0.996
372,3TyCbHyRMv6F5vaZkiWibrShKXNUjj9qCTm5tmLyexuB,19.115,20.65,1.26,-1.535,-0.074
6971,FwebAyJj6NmLcQhZ1NkBJ1hy3STsvoMYZ5p8AM9NBCoQ,0.051,0.0,1.259,0.051,inf
5615,7BhCcavJqRtftEtHs6MG9WgoXep6QDh96NEELbERXjHb,0.009,0.46,1.258,-0.451,-0.98
2794,63Ev5LincgSixsUXsaVYSZGsgFPFqQbZKby8PStB13qZ,205.938,200.0,1.256,5.938,0.03
4530,F6xG7gvsBSxiS2z9X7Tweate6PMFgs9ToQ3b7C97eydK,0.009,1.1,1.255,-1.091,-0.992
6852,dRBhMzxmhPiZLaHmV9YZ2PrnDUjJtFGQSxAcKMX9u2n,0.0,1.25,1.254,-1.25,-1.0
4268,9ymbBEePZVJ36gV7gnEmT8cpS12nXwEvKbBcJp5ERLaC,0.003,-0.69,1.253,0.693,inf
1072,DDAnLNa8B1ETabMZRJBzuTXHH6jaejZBz5UFQ9iCokGC,0.172,2.0,1.251,-1.828,-0.914
2092,7yppzREsP4kUeWbg795Q4MWCn6SUXv3JkFMCqg9mo5HZ,0.206,1.5,1.249,-1.294,-0.863
3960,842RipAwqe4puEyXMED16wrDhaNoE7nuTbwoFUYZv46G,0.002,1.26,1.247,-1.258,-0.998
3339,7sA6ABFwkgpS9R3R9GPy2Fhcb8JZdciWRbEsR8TZvRsZ,0.004,1.25,1.246,-1.246,-0.997
6090,4HoJwwJFHPwCqo1rri2EKBBmtnQXuR5v1duLrA9oxoaR,0.005,1.28,1.244,-1.275,-0.996
6074,AzcTt2wMLbw2a5A4aEXS9iuNfZzzqCkJh2zpKNHmw19K,0.004,-50.68,1.242,50.684,inf
33,2BtRzBie97hsFBLgu4X4dTGCtv8We7npaXM9MmcqdWvf,149.916,151.0,1.239,-1.084,-0.007
1813,7j2AUbmTyQtHm1UqDJyuNxnKi3nZtir9CWE7EAuMAnQv,0.008,1.32,1.237,-1.312,-0.994
168,HEr5HLuA6MSkYGD49aimEz6SLPzMe1W28BsjmcfbTqXw,5.825,7.0,1.236,-1.175,-0.168
490,77iXaPdhSQKskSDkDRNXKSjLrXYKUau7xN83LN7LYDVy,0.109,1.2,1.235,-1.091,-0.909
1953,Bn3Tr1tQQ89o3YXMkiqVrnxH84tdtfYHdxWY6AWFhNa9,0.001,6.573,1.232,-6.572,-1.0
3258,9iJ1QnHgP1TLvjfk37G4ncMiNLAVfWYoC4B4SihiKx9V,0.002,0.95,1.232,-0.948,-0.998
700,3HuYXkGL9jnp7iLZ6dMmC5dNcmTxPdpAEGZhPzxCDD1F,388.889,345.0,1.231,43.889,0.127
5603,EZXWEmfmXdntEufnkxe1hoCVVQLu4GEsN3QjmKnqy4J1,29.264,78.0,1.231,-48.736,-0.625
4245,7MoxqMEciLFW3YHmp1ou9CoXgD7cR6nzuub5cM5HceL5,0.006,1.59,1.222,-1.584,-0.996
1881,99HwjaHkodZPUZVaJfMqStoMr4LY9Rzd7eBYJqNx1uCc,0.335,1.5,1.222,-1.165,-0.777
4106,CBnAnENbhiFXJXAnHzzTyuikwnTMCJmJS1gcSwFuuCcf,305.18,260.0,1.221,45.18,0.174
6772,39WTBwxYKvg6JkYeccFMccHEXD84rN4BPs5a7ja8KppR,0.01,1.36,1.22,-1.35,-0.993
4709,BBo55NXxu9TfGVWRadiTSGZEXu2GESva7pDmDo27Mp8N,0.002,1.21,1.219,-1.208,-0.998
6888,HVDVq4ktzpGnbE2ypPX2DENE6ezWhs2PX385XkCp4RjW,0.008,1.39,1.219,-1.382,-0.994
2127,BiFKzHfzB2MAoenpEQ49RWzdJBnnkJ4AagkvZtyneoUj,0.002,1.29,1.217,-1.288,-0.998
5083,8Gf1ngjnR9xH4iBrqFnEZENXmauChT4AR7XNrpQPsUpD,0.004,-0.78,1.216,0.784,inf
1744,CgQB5KmWNz21q9mPfFBve8Ksbqdsdr8jNfwkrxmNZPLN,48.037,53.15,1.214,-5.113,-0.096
3399,68GLiFXeJy1tBs6G4P6kJTd1BDs5K4F8C7WDm3A5uea1,0.07,1.3,1.214,-1.23,-0.946
1424,2d4tUYez8PB6qQ7EyJ3hJrnqRPs4UoiDgm442TjZT2aa,0.003,1.68,1.213,-1.677,-0.998
381,96PrzaDHX2xGWZ1FEsBFCqn9CdnGJEbuXovk95EJsXpA,0.095,1.2,1.212,-1.105,-0.921
5058,6TQG73HyZdZnJfoHWRBsHkvJfAeZhUseFphHkhc8eoWK,5.761,7.0,1.212,-1.239,-0.177
6435,6cmaMUBw1DK5JKTccRTrjZaacwP96VK3H5DvoQWzqssC,0.009,0.99,1.212,-0.981,-0.991
330,7npxPbNbpsZMEY7ndJcp4P5kZoDqcbakDQTyyzdNfkv6,30.828,30.0,1.209,0.828,0.028
1467,6j5Bpc8yQJvoihk1WUQTaX2fAXATsgWinyN4f7ow77jz,0.005,-1.23,1.203,1.235,inf
5628,CUiMANDmb8pDJpaK5vXHrbyJ49uRwt1RL8QrwkFGbGYi,300.208,300.0,1.202,0.208,0.001
5872,8Leh5Y9wwqhr6N8ttTBvHoydriLdpozyVBU6jDfkmNcH,0.01,1.21,1.2,-1.2,-0.992
5527,GYgxUfZ19oSyHuovGRA6gBJT32goSxCrKR8hQQdBsrRG,579.154,600.0,1.2,-20.846,-0.035
4020,3n7KrPCNyCXcz6Dj9m36Z8aZrrFWWTGMBn52B8EoMBZn,0.005,1.21,1.2,-1.205,-0.996
4017,4w4K8qtgKUbt8qNcdPdBAdo8Ke38S7avEVgZFSHz11Xp,0.001,1.16,1.2,-1.159,-0.999
3463,DEbo4zVpQpQoFniDm9a6LP3eeuRRg25pRSVzFndu1te8,0.734,2.0,1.199,-1.266,-0.633
4443,3wr6taSTMEdDKUej5NWod2uGUC4wutem5dKJjEgEZntD,432.367,435.0,1.198,-2.633,-0.006
